StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1.1,Q2.1_First Click,Q2.1_Last Click,Q2.1_Page Submit,Q2.1_Click Count,Q2.2_1,Q2.4_First Click,Q2.4_Last Click,Q2.4_Page Submit,Q2.4_Click Count,Q2.3_1,Q2.6_First Click,Q2.6_Last Click,Q2.6_Page Submit,Q2.6_Click Count,Q2.5_1,Q2.8_First Click,Q2.8_Last Click,Q2.8_Page Submit,Q2.8_Click Count,Q2.7_1,Q3.2_First Click,Q3.2_Last Click,Q3.2_Page Submit,Q3.2_Click Count,Q3.1_1,Q3.4_First Click,Q3.4_Last Click,Q3.4_Page Submit,Q3.4_Click Count,Q3.3_1,Q3.6_First Click,Q3.6_Last Click,Q3.6_Page Submit,Q3.6_Click Count,Q3.5_1,Q3.8_First Click,Q3.8_Last Click,Q3.8_Page Submit,Q3.8_Click Count,Q3.7_1,Q4.1,Q4.2,Q4.3,Q4.4,Q4.5,Q4.6,Q4.7,Q4.8,Q4.9,Q4.10,Q4.11,Q4.12,Q4.13,Q4.14,Q4.15,Q4.16,mTurkCode,Q6 - Topics
2018-04-09 04:59:12,2018-04-09 05:03:04,IP Address,76.211.79.95,100,231,True,2018-04-09 05:03:05,R_3J2bIKGDgzWzfvU,,,,,40.069793701172,-85.98169708252,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,0.364,46.671,47.418,39,62,6.061,39.126,40.788,20,33,9.322,18.299,41.725,8,33,5.69,21.602,46.973,14,92,Female,25 - 34,4 year degree,Unemployed looking for work,Married,46060,Suburban,Yes,Right/Republican,White,"Less than $10,000",Yes,Daily,Daily,I am currently not working,Self/Spouse,4874699,
2018-04-09 04:59:31,2018-04-09 05:03:20,IP Address,174.102.163.32,100,229,True,2018-04-09 05:03:21,R_2eb8KhDcrTKni6k,,,,,42.977294921875,-87.894096374512,anonymous,EN,Yes,23.119,31.864,41.285,3,40,8.917,8.917,45.839,1,24,4.009,8.396,41.108,3,20,20.049,20.049,40.973,1,75,,,,,,,,,,,,,,,,,,,,,Male,25 - 34,Doctorate,Employed full time,Married,53207,Suburban,Yes,Left/Democrat,White,"$70,000 - $79,999",Yes,Daily,Daily,Daily,Self/Spouse,9455458,
2018-04-09 04:59:49,2018-04-09 05:03:51,IP Address,75.115.166.15,100,241,True,2018-04-09 05:03:51,R_2pLi5WluGRd35k1,,,,,28.004196166992,-82.293601989746,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,4.837,39.179,42.301,6,40,18.704,31.054,43.321,6,25,3.153,12.042,43.532,4,10,1.251,20.839,42.213,5,60,Male,25 - 34,Some college,Employed full time,Never married,34429,Suburban,Yes,Left/Democrat,White,"$20,000 - $29,999",No,Weekly,Daily,Weekly,Self/Spouse,3875792,
2018-04-09 04:56:04,2018-04-09 05:04:00,IP Address,68.83.217.75,100,475,True,2018-04-09 05:04:00,R_2fKdx08S6I1cXhC,,,,,39.131698608398,-77.28800201416,anonymous,EN,Yes,5.229,40.879,41.983,10,88,3.04,18.639,178.038,7,38,0.577,4.198,77.245,4,7,0.936,10.471,42.208,5,83,,,,,,,,,,,,,,,,,,,,,Female,25 - 34,4 year degree,Employed full time,Never married,20874,Suburban,Yes,Left/Democrat,White,Rather not say,No,Daily,Daily,Daily,Self/Spouse,8331560,
2018-04-09 05:00:22,2018-04-09 05:04:09,IP Address,72.79.167.30,100,227,True,2018-04-09 05:04:10,R_2Y2FrGAZlXBUidU,,,,,41.280807495117,-75.896202087402,anonymous,EN,Yes,32.962,34.572,40.673,2,60,35.137,35.137,46.875,1,15,31.257,31.257,50.139,1,85,27.901,27.901,41.079,1,75,,,,,,,,,,,,,,,,,,,,,Male,25 - 34,Professional degree,Employed full time,Married,18512,Suburban,Yes,Middle/Independent,White,"$100,000 - $149,999",No,Daily,Daily,Daily,Self/Spouse,2588968,
2018-04-09 04:56:34,2018-04-09 05:04:28,IP Address,98.240.129.93,100,473,True,2018-04-09 05:04:28,R_31tS1tcUsAh2dHS,,,,,45.157806396484,-93.32039642334,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,9.288,57.934,60.088,3,73,44.022,64.756,67.692,3,15,17.732,67.82,70.758,2,30,85.644,96.122,97.302,2,95,Male,55 - 64,2 year degree,Disabled,Never married,55433,Suburban,Yes,Middle/Independent,White,"$20,000 - $29,999",Yes,Less than once a month,Daily,I am currently not working,Self/Spouse,740218,
2018-04-09 04:58:11,2018-04-09 05:04:37,IP Address,104.186.234.163,100,385,True,2018-04-09 05:04:38,R_1ONQIbzc6Qkkp7h,,,,,36.007400512695,-79.873199462891,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,107.86,111.382,112.884,2,50,52.624,56.89,59.174,3,50,10.792,14.104,48.38,4,30,41.276,45.754,47.326,4,75,Female,45 - 54,Professional degree,Employed full time,Never married,28403,Urban,Yes,Left/Democrat,Black or African American,"$60,000 - $69,999",No,I do not have a mobile phone,Daily,Daily,Self/Spouse,8349430,
2018-04-09 05:00:44,2018-04-09 05:04:55,IP Address,24.91.137.73,100,250,True,2018-04-09 05:04:55,R_1kOzk52teljL22Y,,,,,42.34309387207,-71.123001098633,anonymous,EN,Yes,1.896,40.49,42.59,43,50,2.252,40.577,41.77,47,30,2.432,40.744,41.859,35,0,3.229,40.697,41.686,38,76,,,,,,,,,,,,,,,,,,,,,Male,25 - 34,4 year degree,Unemployed not looking for work,Never married,02132,Urban,Yes,Left/Democrat,White,"Less than $10,000",No,Daily,Daily,I am currently not working,Self/Spouse,5649856,
2018-04-09 04:56:58,2018-04-09 05:05:11,IP Address,75.151.82.106,100,493,True,2018-04-09 05:05:12,R_74CK3nYezTM3DNv,,,,,39.614807128906,-104.95590209961,anonymous,EN,Yes,25.758,25.758,153.997,1,60,142.829,142.829,144.053,1,19,6.147,6.147,81.562,1,0,57.057,58.411,59.602,2,80,,,,,,,,,,,,,,,,,,,,,Female,25 - 34,4 year degree,Employed full time,Divorced,80122,Suburban,Yes,Left/Democrat,White,"$30,000 - $39,999",Yes,Daily,Daily,Daily,Self/Spouse,4048285,
2018-04-09 05:01:44,2018-04-09 05:05:30,IP Address,173.64.118.142,100,225,True,2018-04-09 05:05:30,R_svCuvvwhlJJ7F8l,,,,,39.276794433594,-76.901496887207,anonymous,EN,Yes,0.327,42.17,42.911,10,40,2.428,20.649,47.262,7,37,2.045,8.118,41.439,5,60,0.93,33.438,42.885,5,73,,,,,,,,,,,,,,,,,,,,,Female,25 - 34,4 year degree,Employed full time,Separated,21043,Suburban,Yes,Middle/Independent,White,"$70,000 - $79,999",Yes,Daily,Daily,Daily,Self/Spouse,5479062,
2018-04-09 05:01:44,2018-04-09 05:06:25,IP Address,63.246.248.249,100,280,True,2018-04-09 05:06:25,R_3fvrgep8b6bhTCs,,,,,36.222198486328,-83.323699951172,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,1.739,42.458,43.362,6,100,1.572,53.293,54.033,6,92,1.088,39.61,40.976,8,89,1.523,47.838,49.084,6,99,Female,35 - 44,High school graduate,Unemployed not looking for work,Married,37814,Rural,Yes,Right/Republican,White,"$50,000 - $59,999",Yes,Daily,Daily,I am currently not working,Self/Spouse,4695699,
2018-04-09 05:00:02,2018-04-09 05:06:43,IP Address,107.77.207.23,100,400,True,2018-04-09 05:06:43,R_1ewmXP8v06wavWX,,,,,41.848297119141,-87.651702880859,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,65.473,72.128,74.663,2,40,2.696,72.412,76.315,4,75,48.749,48.749,50.758,1,100,40.878,70.503,71.877,3,35,Male,18 - 24,High school graduate,Employed full time,Never married,63701,Rural,Yes,Left/Democrat,White,"Less than $10,000",No,Daily,Daily,Daily,Parents,8658031,
2018-04-09 05:01:37,2018-04-09 05:06:52,IP Address,50.88.107.50,100,314,True,2018-04-09 05:06:52,R_2CUEd5WMMVL6guM,,,,,28.203994750977,-81.495101928711,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,9.368,16.031,47.729,2,72,25.539,25.539,48.473,1,50,11.365,33.701,44.307,3,53,8.225,43.099,43.928,4,52,Male,35 - 44,Some college,Employed full time,Married,34758,Urban,Yes,Middle/Independent,Other,"$30,000 - $39,999",Yes,Daily,Daily,Daily,Self/Spouse,3472304,
2018-04-09 05:01:21,2018-04-09 05:07:11,IP Address,98.18.173.194,100,349,True,2018-04-09 05:07:13,R_3JkOyazXDX8HYGv,,,,,42.505401611328,-91.136100769043,anonymous,EN,Yes,34.072,36.336,92.388,3,78,42.158,44.808,46.061,2,37,33.664,33.664,84.227,1,67,22.775,22.775,45.708,1,71,,,,,,,,,,,,,,,,,,,,,Male,45 - 54,4 year degree,Employed full time,Married,52043,Rural,Yes,Middle/Independent,White,"$70,000 - $79,999",Yes,Monthly,Daily,Daily,Self/Spouse,8986919,
2018-04-09 05:02:23,2018-04-09 05:07:50,IP Address,67.188.199.235,100,326,True,2018-04-09 05:07:50,R_2QGUev3Q1JXW0I2,,,,,38.392807006836,-122.7507019043,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,41.836,41.836,44.813,1,45,57.139,59.213,63.012,3,29,37.729,37.729,41.253,1,19,54.53,57.958,60.564,3,81,Female,45 - 54,Doctorate,Unemployed not looking for work,Divorced,95407,Suburban,Yes,Left/Democrat,White,"$10,000 - $19,999",No,Daily,Daily,I am currently not working,Self/Spouse,3584857,
2018-04-09 05:03:56,2018-04-09 05:07:53,IP Address,107.12.134.102,100,237,True,2018-04-09 05:07:54,R_qXCICy8h1zXlbwd,,,,,34.798400878906,-77.359199523926,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,0.847,31.905,40.936,14,27,1.233,12.655,41.284,9,76,2.109,42.426,43.11,14,40,2.354,12.229,40.716,10,55,Female,25 - 34,Some college,Employed full time,Never married,28540,Urban,Rather not say,Left/Democrat,Black or African American,"$20,000 - $29,999",Yes,Daily,Daily,Daily,Self/Spouse,3036921,
2018-04-09 05:03:59,2018-04-09 05:08:09,IP Address,108.202.89.175,100,250,True,2018-04-09 05:08:10,R_2aOIVgftExXQ2ND,,,,,39.07209777832,-94.450302124023,anonymous,EN,Yes,5.874,7.814,42.046,2,47,35.472,35.472,41.826,1,10,33.876,33.876,42,1,18,39.142,39.142,41.378,1,96,,,,,,,,,,,,,,,,,,,,,Male,55 - 64,4 year degree,Employed full time,Divorced,64055,Suburban,Yes,Middle/Independent,White,"$60,000 - $69,999",Yes,Daily,Daily,Daily,Self/Spouse,295681,
2018-04-09 05:01:43,2018-04-09 05:08:11,IP Address,50.88.107.50,100,388,True,2018-04-09 05:08:11,R_0HXWSEgpyBbf8Nf,,,,,28.203994750977,-81.495101928711,anonymous,,Yes,16.939,17.778,48.796,2,79,24.88,24.88,47.722,1,50,16.948,33.7,44.733,3,50,10.627,43.419,45.044,2,50,,,,,,,,,,,,,,,,,,,,,Female,45 - 54,Some college,Employed full time,Divorced,34746,Urban,Yes,Left/Democrat,Black or African American,"$20,000 - $29,999",Yes,Daily,Daily,Daily,Self/Spouse,2420905,
2018-04-09 05:03:36,2018-04-09 05:08:17,IP Address,47.221.145.31,100,281,True,2018-04-09 05:08:18,R_ZKSmcP3KpAHfyk9,,,,,30.632705688477,-97.677200317383,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,8.646,38.337,41.538,3,40,17.481,47.728,48.756,3,61,19.668,19.668,43.419,1,20,7.927,44.635,45.468,2,85,Male,25 - 34,High school graduate,Unemployed looking for work,Never married,78626,Suburban,No,Middle/Independent,White,"$50,000 - $59,999",No,Daily,Daily,I am currently not working,Parents,8283258,
2018-04-09 05:03:08,2018-04-09 05:08:22,IP Address,24.236.231.205,100,314,True,2018-04-09 05:08:22,R_3MsVf8eScxBI98B,,,,,43.044296264648,-83.519203186035,anonymous,EN,Yes,31.98,43.29,45.573,6,3,15.545,48.021,54.106,9,6,25.534,40.45,42.902,5,0,26.395,42.757,44.599,5,10,,,,,,,,,,,,,,,,,,,,,Female,45 - 54,High school graduate,Employed full time,Married,48723,Rural,Yes,Left/Democrat,White,"$40,000 - $49,999",No,Daily,Daily,Daily,Self/Spouse,918150,
2018-04-09 05:01:46,2018-04-09 05:08:28,IP Address,50.88.107.50,100,402,True,2018-04-09 05:08:29,R_1GEokRlNPYW0Zm6,,,,,28.203994750977,-81.495101928711,anonymous,EN,Yes,15.668,15.668,47.062,1,74,24.514,64.668,68.848,4,51,7.12,33.678,51.45,2,52,2.118,2.118,78.126,1,51,,,,,,,,,,,,,,,,,,,,,Female,45 - 54,4 year degree,Employed full time,Married,32801,Urban,Yes,Right/Republican,Asian,"$40,000 - $49,999",Yes,Daily,Daily,Daily,Self/Spouse,289829,
2018-04-09 05:04:21,2018-04-09 05:08:34,IP Address,70.187.72.207,100,252,True,2018-04-09 05:08:35,R_qEkK0S8UOmdPeWB,,,,,41.481704711914,-81.802398681641,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,31.494,33.028,42.052,2,60,31.018,33.201,50.4,3,40,29.075,29.075,41.327,1,30,35.625,48.313,50.35,2,60,Male,35 - 44,4 year degree,Employed full time,Married,44107,Suburban,Yes,Left/Democrat,White,"$50,000 - $59,999",No,Daily,Daily,Daily,Self/Spouse,3447519,
2018-04-09 05:03:14,2018-04-09 05:08:38,IP Address,108.192.150.214,100,324,True,2018-04-09 05:08:39,R_3r0T8IjSaPi3sSY,,,,,34.683898925781,-82.811698913574,anonymous,EN,Yes,12.869,12.869,44.798,1,82,5.86,5.86,49.593,1,65,2.236,4.52,42.547,5,66,2.138,3.432,41.751,3,75,,,,,,,,,,,,,,,,,,,,,Male,25 - 34,4 year degree,Employed full time,Never married,29630,Suburban,Yes,Middle/Independent,White,"$50,000 - $59,999",No,Daily,Daily,Daily,Self/Spouse,5993600,
2018-04-09 05:03:55,2018-04-09 05:08:43,IP Address,70.191.124.242,100,287,True,2018-04-09 05:08:44,R_R5qAbRmozYQQ5Pj,,,,,41.481704711914,-81.802398681641,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,26.764,40.569,41.985,8,61,0.859,46.122,47.184,7,23,1.156,37.975,41.751,14,71,1.8,41.853,43.497,21,71,Female,25 - 34,Professional degree,Employed full time,Married,44107,Suburban,I am not a citizen of the United States,Left/Democrat,Other,"$60,000 - $69,999",No,Daily,Daily,Daily,Self/Spouse,9102384,
2018-04-09 05:04:08,2018-04-09 05:09:02,IP Address,170.185.202.19,100,294,True,2018-04-09 05:09:03,R_2QrMRu0W27uMF7T,,,,,38.214492797852,-85.205299377441,anonymous,EN,Yes,3.748,26.018,49.625,3,72,8.876,8.876,42.394,1,33,5.082,5.082,46.831,1,60,4.268,4.268,86.827,1,51,,,,,,,,,,,,,,,,,,,,,Female,25 - 34,Professional degree,Employed full time,Married,40065,Suburban,Yes,Right/Republican,White,"$50,000 - $59,999",No,Daily,Daily,Daily,Self/Spouse,6447416,
2018-04-09 05:04:19,2018-04-09 05:09:02,IP Address,98.164.91.143,100,283,True,2018-04-09 05:09:04,R_2Y9gALqSEI7SBPd,,,,,29.973602294922,-90.08570098877,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,24.654,24.654,41.358,1,40,31.001,35.944,45.346,3,30,12.721,19.393,53.475,4,60,38.54,38.54,41.178,1,71,Male,18 - 24,Some college,Employed full time,Married,70119,Urban,Yes,Left/Democrat,White,"$20,000 - $29,999",No,Daily,Daily,Weekly,Other,4291604,
2018-04-09 05:03:42,2018-04-09 05:09:14,IP Address,162.195.151.71,100,332,True,2018-04-09 05:09:15,R_PYUHMpDhH5CM23v,,,,,29.46159362793,-98.573501586914,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,1.721,48.809,50.413,5,81,3.69,88.476,91.472,4,8,36.638,40.301,41.453,4,0,45.232,47.452,48.553,4,1,Female,35 - 44,4 year degree,Employed full time,Married,78228,Urban,Yes,Left/Democrat,Black or African American,"$40,000 - $49,999",Yes,Daily,Daily,Never,Self/Spouse,437677,
2018-04-09 05:04:49,2018-04-09 05:09:34,IP Address,158.111.236.25,100,285,True,2018-04-09 05:09:35,R_2i6zrlN7ZVYjQnT,,,,,33.745300292969,-84.38289642334,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,1.413,25.407,85.91,17,80,39.757,39.757,40.944,1,40,37.53,37.53,47.694,1,90,56.836,56.836,57.466,1,60,Male,25 - 34,Professional degree,Employed full time,Never married,30141,Suburban,Yes,Right/Republican,White,"$70,000 - $79,999",No,Daily,Daily,Daily,Self/Spouse,4962236,
2018-04-09 05:05:20,2018-04-09 05:09:39,IP Address,70.114.173.183,100,258,True,2018-04-09 05:09:39,R_3J9LixRdh3wivcn,,,,,30.219802856445,-98.358596801758,anonymous,EN,Yes,24.827,24.827,42.583,1,10,29.707,29.707,46.239,1,25,36.339,36.339,45.833,1,0,40.016,40.016,42.712,1,60,,,,,,,,,,,,,,,,,,,,,Male,25 - 34,4 year degree,Employed full time,Never married,78681,Suburban,Yes,Middle/Independent,White,"$30,000 - $39,999",No,Daily,Daily,Weekly,Self/Spouse,7291610,
2018-04-09 05:04:34,2018-04-09 05:09:51,IP Address,219.249.34.37,100,316,True,2018-04-09 05:09:52,R_2sROuezqnyvKj8V,,,,,37.598495483398,126.97830200195,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,82.719,82.719,84.078,1,67,8.238,50.849,51.688,3,32,35.772,40.762,41.7,3,65,2.615,7.728,46.889,3,80,Male,25 - 34,Professional degree,Employed full time,Never married,37604,Urban,Yes,Middle/Independent,White,"$40,000 - $49,999",No,Daily,Daily,Daily,Self/Spouse,3567264,
2018-04-09 05:04:51,2018-04-09 05:09:56,IP Address,71.208.106.34,100,305,True,2018-04-09 05:09:57,R_3syRt6FgMu0bKjq,,,,,26.621704101562,-81.840599060059,anonymous,EN,Yes,33.85,38.858,42.224,4,66,58.914,58.914,60.62,1,39,52.886,52.886,54.238,1,56,68.442,69.488,70.566,2,68,,,,,,,,,,,,,,,,,,,,,Female,35 - 44,2 year degree,Employed full time,Never married,33950,Suburban,Yes,Left/Democrat,White,"$40,000 - $49,999",Yes,Daily,Daily,Monthly,Self/Spouse,7450389,
2018-04-09 05:02:41,2018-04-09 05:10:02,IP Address,99.40.165.92,100,441,True,2018-04-09 05:10:03,R_2zNh6tDa04UWI6x,,,,,28.884094238281,-81.234802246094,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,48.736,52.294,57.335,2,79,53.115,53.115,55.405,1,65,15.089,37.059,42.168,2,68,27.924,44.815,46.009,4,40,Female,35 - 44,High school graduate,Employed full time,Married,32738,Suburban,Yes,Middle/Independent,White,"$20,000 - $29,999",Yes,Daily,Daily,Daily,Self/Spouse,4859433,
2018-04-09 05:04:43,2018-04-09 05:10:07,IP Address,173.218.199.111,100,323,True,2018-04-09 05:10:07,R_333EDNwZagwFlCI,,,,,35.447906494141,-91.997703552246,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,25.045,25.045,69.092,1,58,32.824,32.824,53.568,1,82,22.239,22.239,44.172,1,25,31.84,31.84,69.258,1,65,Female,25 - 34,4 year degree,Unemployed not looking for work,Married,72543,Suburban,Yes,Left/Democrat,White,"$40,000 - $49,999",Yes,Daily,Daily,I am currently not working,Self/Spouse,9019910,
2018-04-09 05:05:52,2018-04-09 05:10:28,IP Address,72.200.180.7,100,275,True,2018-04-09 05:10:28,R_2dhxfmpE167RTIR,,,,,41.705001831055,-71.460403442383,anonymous,EN,Yes,2,27.581,42.916,6,20,2.246,21.615,42.859,4,65,1.927,21.686,48.884,3,40,3.468,41.525,42.524,5,70,,,,,,,,,,,,,,,,,,,,,Female,35 - 44,Some college,Employed full time,Never married,02886,Rural,Yes,Middle/Independent,White,Rather not say,No,Daily,Daily,Never,Other,1204074,
2018-04-09 05:05:39,2018-04-09 05:10:34,IP Address,24.179.40.62,100,295,True,2018-04-09 05:10:34,R_2SBJQxMRPODLWDX,,,,,32.532897949219,-85.507797241211,anonymous,EN,Yes,10.952,29.973,41.598,2,72,18.9,18.9,92.88,1,64,13.221,13.221,42.386,1,36,11.917,25.776,44.254,2,71,,,,,,,,,,,,,,,,,,,,,,25 - 34,4 year degree,Employed full time,Married,36830,Suburban,Yes,Middle/Independent,White,"$40,000 - $49,999",No,Daily,Daily,Daily,Self/Spouse,9473041,
2018-04-09 05:05:56,2018-04-09 05:11:00,IP Address,97.95.51.4,100,303,True,2018-04-09 05:11:00,R_2SAyL2kcVJqacCN,,,,,43.762405395508,-88.538299560547,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,32.535,32.535,43.297,1,61,35.588,35.588,74.286,1,33,36.931,38.278,73.421,2,67,42.135,43.452,44.616,2,63,Male,65 - 74,High school graduate,Employed full time,Married,54902,Rural,Yes,Right/Republican,White,"$40,000 - $49,999",Yes,Monthly,Daily,Never,Self/Spouse,6692565,
2018-04-09 05:06:54,2018-04-09 05:11:14,IP Address,172.58.155.213,100,259,True,2018-04-09 05:11:14,R_1IAuEXKXyinKLOU,,,,,35.183303833008,-80.642303466797,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,7.654,26.422,47.807,12,8,21.054,40.529,41.18,8,8,4.139,5.482,41.341,3,9,1.477,11.613,51.559,8,69,Male,35 - 44,4 year degree,Employed full time,Married,29414,Suburban,No,Middle/Independent,Other,"$40,000 - $49,999",Yes,Daily,Daily,Daily,Self/Spouse,4455280,
2018-04-09 05:07:29,2018-04-09 05:11:37,IP Address,68.207.10.169,100,247,True,2018-04-09 05:11:38,R_3CZWcw50cjabQ9Q,,,,,29.619506835938,-100.80889892578,anonymous,EN,Yes,8.84,35.093,42.45,7,80,8.084,41.617,43.268,4,46,32.88,34.24,42.22,3,91,45.963,45.963,47.06,1,76,,,,,,,,,,,,,,,,,,,,,Male,25 - 34,4 year degree,Employed full time,Divorced,78840,Suburban,Yes,Right/Republican,Asian,"$80,000 - $89,999",No,Daily,Daily,Daily,Self/Spouse,5446236,
2018-04-09 05:05:26,2018-04-09 05:11:52,IP Address,24.154.176.123,100,385,True,2018-04-09 05:11:52,R_2w0QpVvzIaXWWIM,,,,,40.914001464844,-79.931999206543,anonymous,EN,Yes,10.621,37.181,78.196,4,81,3.67,38.974,54.733,4,70,2.201,21.147,45.164,3,76,7.3,28.933,54.209,4,85,,,,,,,,,,,,,,,,,,,,,Female,55 - 64,2 year degree,Employed full time,Widowed,16001,Urban,Yes,Right/Republican,White,"$60,000 - $69,999",Yes,Daily,Daily,Daily,Self/Spouse,466328,
2018-04-09 05:06:53,2018-04-09 05:12:55,IP Address,75.184.6.213,100,362,True,2018-04-09 05:12:56,R_2TFdg2rm6rHNcXL,,,,,35.057006835938,-79.014701843262,anonymous,EN,Yes,4.527,39.937,41.933,9,20,4.388,11.297,58.002,2,20,4.243,10.252,44.555,3,10,5.918,36.17,45.452,7,5,,,,,,,,,,,,,,,,,,,,,Male,35 - 44,Less than high school,Employed full time,Never married,28314,Suburban,Yes,Left/Democrat,White,"$10,000 - $19,999",No,Daily,Daily,Daily,Self/Spouse,1110854,
2018-04-09 05:05:16,2018-04-09 05:13:39,IP Address,186.91.123.87,100,502,True,2018-04-09 05:13:39,R_2PjUQz57JIbkLyZ,,,,,10.07389831543,-69.322799682617,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,5.5,68.441,70.941,6,71,4.667,68.83,70.327,5,91,3.65,70.849,71.908,5,40,2.741,56.96,59.82,5,50,Female,45 - 54,Some college,Employed full time,Married,85142,Urban,Yes,Middle/Independent,Other,"$20,000 - $29,999",Yes,Daily,Daily,Daily,Self/Spouse,1108817,
2018-04-09 05:09:16,2018-04-09 05:13:45,IP Address,68.113.100.115,100,269,True,2018-04-09 05:13:45,R_2QMLgNQLbOXO65M,,,,,33.649505615234,-86.708801269531,anonymous,EN,Yes,8.478,40.096,41.696,5,10,58.217,58.217,59.572,1,10,46.428,46.428,47.64,1,10,24.894,24.894,43.728,1,80,,,,,,,,,,,,,,,,,,,,,Female,45 - 54,4 year degree,Employed full time,Married,35126,Suburban,Yes,Left/Democrat,White,"$100,000 - $149,999",Yes,Daily,Daily,Daily,Self/Spouse,7627339,
2018-04-09 05:09:43,2018-04-09 05:13:47,IP Address,208.64.73.245,100,244,True,2018-04-09 05:13:48,R_1GVztmUxft55d5h,,,,,42.168594360352,-74.789100646973,anonymous,EN,Yes,39.529,49.431,50.567,4,53,34.919,35.358,41.609,2,30,32.65,32.65,40.85,1,40,36.21,45.074,45.694,3,76,,,,,,,,,,,,,,,,,,,,,Male,35 - 44,4 year degree,Employed full time,Married,13820,Suburban,Yes,Middle/Independent,White,"$70,000 - $79,999",Yes,Daily,Daily,Daily,Self/Spouse,551899,
2018-04-09 05:09:40,2018-04-09 05:13:47,IP Address,174.58.168.139,100,247,True,2018-04-09 05:13:48,R_1kYUhgieeQDxBqk,,,,,39.049499511719,-94.408996582031,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,24.571,25.331,52.424,2,34,28.659,29.361,42.953,2,55,31.662,32.349,44.293,2,31,34.297,35.677,43.315,3,74,Female,35 - 44,Some college,Employed full time,Married,64056,Suburban,Yes,Middle/Independent,White,"$50,000 - $59,999",Yes,Daily,Daily,Daily,Self/Spouse,3419245,
2018-04-09 05:08:21,2018-04-09 05:13:50,IP Address,207.89.35.170,100,328,True,2018-04-09 05:13:50,R_2y31PUrJpxJBS8q,,,,,41.515899658203,-81.681503295898,anonymous,EN,Yes,13.639,30.583,58.279,8,65,5.281,29.851,42.752,2,30,67.132,90.901,91.857,6,50,8.053,8.053,66.802,1,40,,,,,,,,,,,,,,,,,,,,,Female,25 - 34,Professional degree,Employed full time,Never married,44107,Urban,Yes,Middle/Independent,White,"$60,000 - $69,999",No,Daily,Daily,Daily,Self/Spouse,8480341,
2018-04-09 05:10:27,2018-04-09 05:13:50,IP Address,172.73.12.254,100,202,True,2018-04-09 05:13:50,R_sYxyNRU1coirIJ3,,,,,35.328399658203,-80.745903015137,anonymous,EN,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-09 05:05:12,2018-04-09 05:14:13,IP Address,73.225.48.198,100,541,True,2018-04-09 05:14:14,R_sBagkw9vzeJcC3v,,,,,47.620101928711,-122.14080047607,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,52.79,60.801,66.156,2,20,85.639,85.639,87.38,1,20,45.296,45.296,49.93,1,20,21.121,21.121,75.369,1,80,Male,45 - 54,Professional degree,Employed full time,Never married,98008,Suburban,Yes,Middle/Independent,White,"More than $150,000",No,Daily,Daily,Daily,Self/Spouse,5332487,
2018-04-09 05:09:23,2018-04-09 05:14:17,IP Address,141.214.17.234,100,293,True,2018-04-09 05:14:17,R_tWHpeVPFYv688XT,,,,,42.324096679688,-83.711303710938,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,16.06,77.256,78.181,8,60,1.161,61.878,64.243,4,27,3.165,37.842,42.615,6,39,1.386,17.507,41.269,3,79,Female,25 - 34,4 year degree,Employed full time,Never married,48104,Urban,Yes,Left/Democrat,White,"$20,000 - $29,999",No,Less than once a month,Daily,Daily,Self/Spouse,6977332,
